SC height;SC CG in y direction [% of SC height];Mast mass per height;Mast CG in x direction;Mast additional masses;Wheel distance;Traverse CG in x direction;Traverse mass per length;Traverse additional masses;Maximum acceleration in x direction;Slip time in x direction;Maximum velocity in x direction;Lift CG in x direction [distance to mast CG];Lift mass empty;Load average mass;Maximum acceleration in y direction;Rack length
0.661798768;0.395810673;0.352801901;0.601740908;0.580086895;0.5626092;0.445635651;0.157005814;0.824306285;0.075094334;0.278359347;0.196688992;0.152141658;0.588713218;0.43638049;0.39366111;0.98426651
0.643860015;0.308807057;0.815777594;0.676249608;0.416732893;0.267340425;0.137023902;0.471694244;0.480923806;0.026276813;0.079053665;0.304534777;0.002119713;0.730001311;0.955782134;0.157816913;0.483346919
0.575691086;0.024223804;0.839413676;0.744914956;0.349920967;0.959638946;0.656507043;0.554824205;0.586182008;0.450298502;0.877264361;0.692243645;0.869545081;0.198591314;0.729707535;0.118721385;0.846854226
0.878709396;0.314988485;0.507764925;0.303155174;0.806740727;0.736521111;0.952803898;0.168328798;0.572566046;0.360398171;0.860300322;0.232339889;0.971863419;0.835837217;0.752579628;0.123840381;0.491602384
0.68916911;0.447250048;0.518934459;0.372557684;0.551596944;0.540145076;0.907424911;0.659911667;0.213881262;0.479638473;0.116317514;0.048212796;0.916996853;0.382557949;0.023998838;0.543470426;0.487527712
0.385808584;0.962652183;0.907007832;0.122303911;0.429239733;0.642837155;0.402041937;0.880973806;0.007929559;0.168909483;0.142794717;0.463201048;0.431148241;0.335567251;0.606972195;0.222131582;0.225716538
0.474644631;0.922346827;0.010846718;0.508191299;0.496481781;0.779438023;0.697533596;0.933384059;0.029480489;0.294370116;0.349215777;0.752691284;0.115403218;0.80058919;0.766413866;0.662496479;0.035295876
0.054773385;0.735089882;0.636072591;0.999094839;0.135613804;0.487501388;0.880569072;0.21536391;0.927156212;0.190191284;0.565163792;0.292227151;0.360296641;0.662893742;0.113963343;0.716520322;0.676151289
0.21462547;0.961470603;0.999663166;0.044091202;0.809151203;0.272030677;0.679411619;0.790045606;0.206768399;0.201543776;0.628201855;0.494368194;0.705647606;0.810477487;0.684081059;0.248813476;0.637241022
0.94094881;0.909657492;0.579738647;0.413704357;0.705875665;0.873945949;0.963307764;0.545000196;0.946263861;0.028367646;0.833017921;0.521605389;0.032005478;0.516927815;0.645640201;0.609339189;0.143263577
0.868402193;0.611503106;0.080669184;0.269304093;0.209525821;0.311188078;0.939502515;0.20911762;0.314623313;0.047282167;0.223835946;0.971538022;0.483435529;0.482880824;0.158799174;0.122736429;0.635090387
0.274798034;0.800381646;0.401972362;0.816900002;0.71012578;0.660123285;0.462802239;0.370657323;0.9512239;0.178740961;0.437208289;0.840691462;0.944134657;0.032781926;0.304097243;0.712467491;0.060230137
0.393688312;0.951062935;0.830134597;0.260455454;0.980200605;0.863122418;0.935000616;0.827950032;0.963387602;0.65993353;0.353489205;0.665233657;0.194652951;0.47473179;0.49080447;0.591641332;0.807839678
0.327741644;0.17467716;0.085630055;0.166688493;0.151007162;0.867326271;0.569198736;0.905265592;0.806367537;0.618203694;0.204370344;0.967486912;0.371014326;0.706209845;0.043648621;0.201399876;0.74922759
0.136305329;0.750922898;0.767723396;0.07597057;0.608948863;0.918870857;0.746386353;0.316754875;0.030309982;0.11048651;0.586397851;0.508314895;0.419235449;0.70095127;0.89423525;0.442497112;0.710605405
0.077533755;0.285350729;0.493739793;0.847539366;0.375295903;0.782566046;0.54808436;0.031881895;0.651106236;0.063670419;0.990764179;0.378576704;0.793659956;0.962541043;0.846600534;0.49876742;0.681827532
0.417096397;0.131153694;0.061814991;0.781658967;0.158712149;0.458340585;0.018380993;0.243001915;0.438028086;0.346917462;0.342660882;0.054265699;0.67695898;0.636363394;0.886834894;0.466835756;0.312780273
0.124680271;0.420353945;0.783364245;0.21714377;0.453738965;0.77072492;0.187579921;0.816400386;0.67462392;0.967675522;0.539202784;0.543162048;0.264411937;0.085149488;0.911391347;0.70161671;0.302226341
0.746794099;0.312169959;0.12540455;0.890174236;0.10384764;0.446411277;0.555878621;0.843909098;0.542651444;0.144684157;0.762960842;0.457846873;0.711121168;0.672367823;0.635638726;0.736347616;0.716887291
0.146054087;0.077198429;0.204214904;0.118568764;0.023989465;0.826327251;0.01709589;0.452941005;0.196678036;0.746139426;0.788303257;0.704677682;0.466503231;0.580852758;0.328760926;0.39375895;0.187475244
0.801206182;0.071428129;0.403501138;0.123121994;0.505995987;0.936248974;0.25968769;0.780132442;0.703778632;0.408208502;0.256302045;0.470380176;0.579830147;0.326073445;0.601363612;0.67162215;0.343358935
0.011515383;0.181719045;0.369386387;0.47556543;0.683280777;0.694784154;0.095733474;0.28172357;0.364972446;0.336326352;0.219171501;0.059695508;0.81238101;0.112241524;0.271411238;0.399345699;0.228776276
0.973978977;0.062967988;0.836231443;0.380148305;0.163055877;0.981764606;0.220322811;0.04072036;0.816364113;0.234462999;0.761591991;0.070511818;0.537770202;0.83316057;0.233282163;0.594703347;0.264369092
0.500377969;0.957265415;0.286637393;0.271481019;0.966868941;0.991608335;0.465758474;0.182192989;0.478890103;0.628850169;0.566099405;0.513555453;0.59478553;0.60421099;0.097803389;0.112260019;0.583346805
0.197657394;0.620272362;0.803624815;0.398352865;0.317366293;0.174655202;0.121358297;0.572832135;0.751665649;0.482748224;0.419730578;0.329027765;0.035020135;0.83481167;0.403614416;0.104141352;0.751129609
0.194938415;0.08397606;0.970348761;0.191391966;0.965736555;0.220700676;0.400133741;0.689605147;0.607761228;0.033496097;0.414127225;0.406188643;0.787019276;0.466638791;0.8709389;0.598354518;0.702463278
0.93169495;0.264414028;0.019006233;0.094546691;0.655894205;0.950755152;0.619613021;0.856682336;0.743811119;0.160305227;0.785378613;0.068101037;0.6101052;0.487654873;0.639607383;0.740082498;0.727842825
0.305013515;0.242191301;0.522624838;0.13639115;0.838635783;0.419409465;0.211960106;0.842431524;0.416495147;0.0072822;0.460616354;0.562110357;0.414920203;0.834185603;0.873098129;0.160301733;0.402946549
0.958715103;0.615898024;0.047830889;0.19519498;0.250587423;0.846064161;0.315297079;0.711580423;0.127739762;0.165823691;0.171202845;0.726100252;0.671279269;0.346393152;0.390340191;0.588366687;0.19480159
0.802176396;0.694460718;0.856244949;0.416682765;0.740484872;0.476819426;0.486284617;0.903493609;0.07112109;0.206915126;0.447503571;0.816153232;0.244912768;0.221371538;0.242830233;0.6340558;0.036391522
0.150940107;0.627184121;0.595752836;0.64992325;0.824742443;0.42941451;0.081577503;0.811090469;0.17978464;0.411502039;0.252477043;0.295113796;0.541802173;0.007842488;0.049534348;0.620730148;0.882160538
0.482472023;0.25012089;0.992793793;0.778135278;0.174755151;0.656651076;0.020437984;0.071103866;0.797817293;0.303687012;0.021999881;0.710111896;0.153483505;0.564319766;0.973851293;0.777446775;0.087251989
0.895838135;0.176209509;0.935325107;0.204663169;0.691023178;0.231265468;0.668171596;0.430052787;0.488500105;0.003768279;0.612248034;0.512055813;0.196465732;0.764568146;0.70997896;0.532438883;0.818975925
0.680751656;0.928248671;0.667104828;0.689744208;0.085511062;0.343809382;0.778245254;0.495074168;0.240914196;0.122967287;0.549011576;0.250397137;0.972103786;0.669146895;0.439319122;0.61564177;0.912326313
0.647164718;0.690397316;0.886054319;0.100053996;0.970378768;0.502695891;0.372516198;0.983352715;0.060109621;0.562204411;0.07651875;0.992430702;0.655703097;0.213529577;0.691984077;0.667931728;0.29792512
0.503857281;0.79096677;0.93867298;0.705731418;0.605780409;0.444213461;0.354161065;0.685491525;0.727007524;0.242911328;0.018716823;0.539231007;0.390478701;0.616916645;0.564953582;0.211365842;0.39046399
0.306294032;0.068166982;0.752342841;0.486164828;0.583669606;0.115734295;0.780203565;0.595103352;0.28977382;0.350820931;0.082519317;0.005818155;0.337217112;0.933327173;0.551737541;0.519379969;0.588387718
0.714167516;0.432643479;0.577437423;0.231551896;0.479086403;0.418630014;0.28333941;0.766559729;0.933099337;0.17522765;0.476772454;0.533162448;0.707251249;0.659788606;0.665700409;0.618173676;0.482486405
0.464155597;0.043966678;0.803376785;0.929014065;0.41513258;0.449956446;0.386952373;0.66396079;0.538649486;0.508049969;0.636268949;0.377971603;0.557946329;0.916890083;0.219676847;0.517499739;0.741186568
0.008551563;0.323053836;0.798592817;0.089307261;0.325774914;0.018655069;0.92179018;0.510037349;0.407077239;0.516257906;0.229699215;0.978324062;0.661942398;0.828919314;0.862768012;0.685604435;0.337554503
0.360420151;0.151182058;0.839644183;0.721470469;0.442967811;0.825213185;0.666634538;0.813863803;0.636909146;0.04053202;0.445142381;0.626036415;0.229714535;0.249044796;0.035350968;0.362432487;0.389246445
0.40772784;0.453075787;0.581717791;0.297799316;0.106894654;0.062877262;0.128731343;0.194992045;0.575853346;0.088151273;0.426488805;0.494549237;0.640628517;0.191840366;0.078074395;0.333000748;0.6434851
0.746016354;0.236861538;0.333609403;0.813671989;0.991637118;0.784874376;0.193231775;0.465722155;0.911719378;0.522220528;0.345741914;0.07765308;0.029433276;0.865868633;0.797799274;0.367393454;0.149000604
0.121229677;0.709500693;0.641102177;0.449942611;0.705054681;0.220177168;0.167499055;0.06366653;0.476618251;0.050623186;0.100857086;0.184006094;0.011946045;0.404315222;0.520950489;0.43297787;0.041571841
0.563992258;0.907343831;0.210724696;0.951399119;0.511817507;0.871020493;0.739981085;0.458722645;0.785118555;0.278031145;0.637308184;0.292093866;0.627960704;0.328382583;0.611684835;0.345102578;0.916267793
0.01467821;0.094758223;0.959689815;0.700243741;0.61143046;0.556753406;0.097131928;0.509164919;0.344179008;0.155192184;0.227096483;0.366977902;0.429922711;0.050903803;0.840358313;0.066770236;0.00891672
0.586063551;0.819270419;0.138525205;0.578100275;0.479744702;0.724577311;0.528783585;0.043162804;0.014960561;0.042246194;0.3173211;0.352786431;0.483023825;0.19391171;0.841856956;0.282279019;0.58293485
0.981201479;0.158753289;0.110088066;0.917280445;0.957669842;0.379443856;0.714643029;0.647303037;0.649983383;0.375968733;0.92556089;0.256982762;0.179920349;0.063540632;0.32312527;0.06304777;0.472887859
0.516544074;0.097397581;0.693044111;0.311348168;0.641412146;0.856227262;0.42985419;0.649092742;0.367769706;0.569509407;0.288138577;0.408229073;0.349652978;0.170372468;0.877445153;0.059560228;0.815864626
0.123471062;0.955971636;0.450898994;0.85434925;0.965985031;0.91186155;0.176211532;0.439218886;0.340172071;0.879217457;0.417153667;0.933512461;0.510248754;0.476038278;0.001357293;0.749229199;0.875284378
0.346249677;0.274923539;0.676248138;0.273376726;0.359734014;0.001089017;0.941884855;0.85569031;0.584785428;0.100896539;0.32574871;0.796712095;0.297132887;0.929276067;0.857707701;0.688508382;0.127018469
0.230908687;0.282903261;0.395818461;0.079317294;0.486461752;0.479985072;0.653185999;0.75084406;0.734949686;0.958873759;0.640060748;0.675950491;0.368986145;0.683374167;0.101915365;0.718932664;0.796040797
0.000242078;0.550328975;0.640095695;0.489697089;0.699352271;0.078207503;0.033209085;0.198147391;0.272319386;0.145779334;0.458601653;0.716102667;0.959339983;0.555964662;0.367209499;0.774515134;0.761432786
0.445211518;0.597688643;0.093085116;0.979127657;0.833060609;0.4687452;0.999270608;0.949424591;0.278756115;0.784500268;0.553083339;0.709827969;0.707683536;0.781182;0.021547977;0.263975225;0.271994967
0.309276304;0.440200587;0.918138758;0.001663843;0.811306716;0.536896284;0.148626717;0.463134352;0.611612695;0.193029702;0.042095656;0.537361851;0.703319771;0.427966495;0.988935027;0.547906291;0.251662166
0.353145438;0.5122872;0.737687466;0.335634214;0.941967916;0.973624016;0.783619069;0.694720718;0.577008175;0.398958387;0.895290257;0.319653481;0.3722427;0.781663986;0.640580481;0.362153017;0.725736842
0.224583944;0.028528545;0.512897289;0.388002189;0.54720336;0.356920821;0.495965325;0.50333845;0.111510872;0.308223904;0.191125267;0.081500949;0.081411937;0.110770583;0.011021843;0.408321536;0.481775665
0.201890338;0.289463509;0.007495448;0.835463708;0.586420854;0.833984576;0.831983367;0.460501404;0.675951884;0.528994451;0.10350272;0.980046552;0.210415747;0.384829587;0.739435383;0.102605419;0.137748527
0.449339337;0.408707598;0.03111774;0.996473438;0.366163424;0.23172711;0.526518251;0.123439855;0.171693258;0.015027987;0.457966298;0.207366318;0.443982383;0.577492306;0.696608026;0.500901352;0.870312755
0.744538624;0.494171287;0.858579461;0.83431028;0.281201261;0.352243417;0.475425341;0.391965865;0.910608656;0.421423593;0.718939112;0.29285466;0.660080134;0.233542777;0.598445576;0.315200505;0.371836071
0.411227357;0.629162776;0.033103939;0.507929839;0.061112123;0.713572296;0.840563427;0.023181273;0.096856209;0.093929534;0.163585236;0.198501418;0.924597257;0.501005972;0.768887422;0.388100773;0.813395843
0.697610513;0.476603985;0.336514177;0.436895574;0.067013838;0.738895636;0.403175116;0.041948561;0.476124504;0.571492478;0.315096735;0.999572607;0.172939039;0.151713853;0.62463865;0.504529245;0.967454824
0.395933882;0.881526356;0.205792248;0.823801959;0.105527356;0.31436133;0.038738603;0.122797736;0.057767936;0.479723925;0.220156709;0.329596048;0.847192993;0.044015146;0.312124206;0.086658595;0.69634635
0.64485911;0.772107532;0.013392525;0.515668417;0.951232377;0.431145808;0.757938085;0.738329071;0.008854235;0.412536674;0.32220152;0.32731084;0.504556507;0.017603638;0.09693823;0.694603632;0.450641271
0.686376177;0.088478242;0.16347075;0.673307292;0.274626402;0.841469818;0.051645022;0.974761399;0.275414366;0.64109881;0.759600678;0.729029942;0.93692554;0.918950145;0.166614162;0.046461156;0.620848504
0.0647128;0.775428193;0.00897587;0.242386317;0.480037613;0.504133233;0.399925211;0.660056314;0.029307703;0.710512741;0.934203746;0.628200523;0.006605255;0.151233275;0.2241253;0.035329407;0.537834094
0.284828404;0.048656568;0.016016971;0.688231179;0.79215921;0.927373307;0.523528264;0.980011997;0.295467988;0.070247254;0.230873986;0.152104556;0.878729679;0.786754259;0.479535113;0.445272478;0.666122628
0.600749335;0.948461032;0.01987264;0.469177886;0.974899476;0.596516188;0.34346975;0.998477589;0.759212048;0.268399552;0.692795756;0.919834955;0.184181467;0.521423455;0.624046177;0.285822498;0.547482493
0.277651651;0.720231074;0.550990842;0.798772775;0.908947878;0.896900253;0.991074326;0.779355863;0.697252492;0.123226107;0.588082744;0.302768386;0.424407875;0.009769975;0.594396614;0.064747438;0.705834232
0.445910742;0.369209196;0.918295846;0.923791933;0.371917564;0.811295403;0.827871263;0.174466578;0.500806786;0.042693323;0.634860379;0.032723108;0.458284299;0.156034196;0.871782875;0.291878308;0.250704368
0.877620142;0.936743769;0.468183152;0.196297905;0.298396234;0.573113638;0.905903452;0.137774798;0.084671469;0.236715363;0.438607261;0.626668768;0.505068435;0.951032753;0.488317626;0.712242099;0.162796026
0.683634004;0.958538975;0.454775098;0.364121906;0.700617787;0.254813344;0.560882557;0.075770459;0.753209076;0.289754992;0.830872648;0.789822926;0.077963791;0.754160244;0.310403687;0.506811991;0.530044007
0.041583504;0.846144751;0.574463834;0.685073911;0.691570138;0.805662394;0.035930018;0.922456797;0.540400021;0.651416078;0.034107036;0.34236853;0.374289246;0.834921755;0.320420476;0.418798525;0.413304974
0.004410584;0.243045824;0.021800193;0.181572249;0.24398356;0.712358489;0.673687045;0.955609043;0.92149679;0.720134747;0.413616278;0.862535203;0.595846823;0.235154918;0.431786541;0.626805892;0.975026096
0.3543839;0.080605669;0.899143357;0.66879195;0.203617527;0.486464933;0.905243636;0.2708819;0.248013185;0.632146465;0.327579426;0.677165061;0.09815529;0.758846944;0.358525698;0.205840682;0.65163765
0.287864033;0.604037349;0.435608777;0.426841621;0.139684618;0.925783577;0.995665244;0.882588393;0.07379535;0.665785472;0.014995589;0.165223757;0.54088957;0.834346969;0.352526225;0.413980427;0.830493429
0.238874023;0.828461996;0.000494679;0.638732546;0.017807884;0.958290085;0.754354835;0.805394725;0.77754377;0.051455678;0.11891276;0.579892112;0.401001536;0.884450038;0.143552425;0.019101439;0.814207385
0.63228328;0.590509376;0.709827514;0.423239308;0.637475267;0.839253871;0.124776392;0.284643027;0.478461335;0.67272485;0.805181293;0.953661039;0.17589569;0.394293896;0.625298715;0.53823733;0.838331585
0.608515932;0.016628538;0.955832996;0.07872522;0.964177278;0.623242031;0.814812286;0.618574483;0.249265845;0.456093842;0.159185907;0.323000361;0.192352513;0.990213279;0.435058318;0.745026485;0.193295018
0.193754935;0.312901758;0.355571006;0.123359046;0.372881213;0.377671669;0.111830528;0.321668159;0.289482556;0.288285645;0.619191972;0.574121886;0.648262978;0.464875773;0.411789405;0.656795841;0.787017139
0.761705735;0.011906857;0.444162686;0.448243175;0.942536409;0.41342081;0.123375933;0.894916133;0.31223438;0.022105506;0.179784874;0.016079075;0.583927509;0.759297743;0.715144415;0.586959752;0.059915324
0.078462514;0.652787055;0.279720336;0.515788171;0.421384777;0.493528618;0.178778738;0.19842098;0.099929985;0.984572947;0.430482112;0.66251864;0.08936792;0.441111138;0.005800587;0.711711924;0.282372866
0.414188059;0.115364028;0.60580558;0.786847159;0.327795392;0.011401993;0.684583491;0.504620789;0.211782808;0.376690919;0.509582686;0.408407808;0.671653458;0.181479205;0.701546971;0.153083396;0.466139883
0.300620936;0.449719413;0.946767603;0.682856054;0.38614544;0.338932074;0.361768713;0.850401322;0.64135906;0.043060944;0.346146038;0.225081611;0.009488172;0.799443787;0.380540773;0.247068148;0.341936299
0.30459345;0.906842702;0.807502591;0.577490854;0.978011182;0.359968971;0.692568484;0.969932701;0.011709415;0.615778189;0.011730419;0.741706437;0.178721695;0.887370522;0.499173633;0.161035674;0.565150267
0.066241903;0.600339492;0.167857053;0.361176696;0.725301779;0.290539852;0.978540329;0.647265386;0.928658171;0.649091851;0.164079426;0.919924311;0.543801821;0.345130797;0.428705928;0.343099557;0.87084891
0.119576155;0.665560834;0.614167703;0.291940709;0.451152311;0.271047515;0.844075557;0.549298172;0.961457476;0.626973464;0.090384615;0.729928344;0.130975437;0.982338576;0.804343974;0.051681266;0.552159957
0.17207993;0.742159864;0.620889276;0.151304334;0.096782114;0.849577996;0.559638029;0.868859261;0.318626512;0.777693382;0.463264251;0.446459848;0.750293702;0.054681588;0.433147455;0.454758572;0.167495548
0.128260402;0.520288463;0.62617789;0.140959517;0.071348593;0.732104844;0.117108142;0.074139818;0.916265474;0.823813461;0.461683864;0.917352297;0.82219943;0.754776096;0.680967412;0.599251666;0.651730883
0.298753899;0.768321566;0.49706565;0.121645418;0.890415058;0.092665272;0.00482197;0.675317872;0.350434098;0.259829981;0.433520066;0.6828871;0.621058854;0.012125702;0.553328308;0.498023831;0.4557921
0.980135638;0.570186833;0.444963446;0.249253133;0.579674322;0.069244101;0.841137137;0.138036106;0.92104742;0.010310919;0.231991544;0.903900808;0.781768935;0.149855227;0.37795624;0.175514456;0.580590995
0.514183593;0.06481356;0.246353942;0.876259729;0.903656782;0.916480893;0.414830894;0.392689331;0.441640841;0.675207361;0.868357158;0.637987387;0.677559676;0.459548407;0.507762185;0.417858524;0.038103349
0.06903795;0.820041101;0.43596676;0.835719126;0.897033079;0.518150345;0.96978678;0.258174529;0.090832514;0.050552066;0.277831785;0.517870332;0.186503077;0.667839408;0.784341961;0.488908932;0.454010579
0.256814194;0.489937774;0.141075717;0.540300661;0.592396507;0.918470686;0.342603154;0.310425427;0.767282982;0.121989425;0.906898515;0.503617051;0.859782112;0.232141547;0.191066566;0.454608425;0.048541649
0.205458672;0.060458815;0.563307085;0.299820994;0.444380585;0.076981044;0.79376351;0.985228897;0.977670996;0.56935975;0.032953777;0.399215523;0.592559782;0.616682045;0.679463613;0.417303337;0.199172948
0.719018035;0.402570174;0.203576302;0.158060531;0.18593911;0.723273333;0.567950841;0.770538044;0.476190234;0.328557493;0.868077543;0.48626882;0.3998875;0.77222162;0.295607452;0.567762465;0.484021927
0.296253901;0.576530472;0.520208227;0.197595643;0.407138998;0.230209661;0.369804091;0.904871775;0.492449684;0.541178875;0.052753549;0.877067414;0.692616234;0.914497809;0.198290571;0.542528107;0.233432967
0.091673222;0.357156089;0.315109469;0.834761467;0.45319526;0.46739832;0.579096967;0.468820158;0.581194598;0.217620178;0.771345486;0.954939746;0.366620356;0.277834468;0.190341463;0.521595198;0.87165681
0.111898288;0.85123849;0.584598361;0.795305222;0.537538715;0.483187228;0.230304251;0.24094318;0.818194302;0.628476857;0.141970023;0.876741857;0.701987878;0.790606155;0.936704109;0.192790288;0.811549721
0.181146603;0.382123529;0.602433518;0.501809957;0.777694912;0.072739624;0.336030501;0.365756549;0.621771259;0.438325334;0.688536063;0.858720469;0.518997347;0.825658425;0.129662394;0.734719001;0.397261029
0.781547409;0.237479741;0.64817362;0.45174577;0.944541447;0.966151535;0.308363905;0.823372156;0.678705839;0.085163819;0.988996183;0.733579207;0.791428757;0.824471886;0.773544452;0.684462293;0.377477964
0.043666923;0.984417761;0.35950547;0.928536192;0.155699235;0.845898753;0.184840976;0.932010306;0.073202957;0.000402859;0.781340051;0.711043992;0.353910066;0.472982196;0.45419903;0.433025274;0.692190897
0.66589631;0.023506321;0.196352933;0.710239223;0.522715555;0.063549037;0.594250869;0.069225946;0.513855254;0.156497642;0.836054265;0.00222535;0.036677864;0.465786587;0.60659346;0.008873479;0.816073079
0.784559787;0.503282661;0.793384852;0.995060109;0.768005489;0.509697661;0.370779646;0.848132719;0.099673549;0.489497328;0.461366894;0.816833965;0.244110844;0.619779536;0.184179697;0.73307259;0.231017871
0.141493643;0.162440571;0.062237057;0.745311318;0.084624176;0.585626996;0.806392023;0.183862741;0.897062364;0.368383635;0.624646902;0.793506055;0.658094677;0.022075183;0.552869216;0.687753793;0.351514702
0.292588538;0.679660617;0.530692881;0.409424109;0.561816879;0.639957841;0.706023908;0.517108106;0.969235314;0.413732521;0.271721764;0.714691822;0.841097243;0.855624305;0.770004808;0.005308096;0.991640774
0.555915585;0.522918157;0.753241244;0.894410343;0.864766962;0.655009522;0.433534387;0.40563471;0.952165616;0.637194349;0.348969651;0.278196792;0.98278355;0.359674869;0.683903544;0.747689806;0.158766944
0.316563863;0.555240214;0.536632671;0.280686851;0.435210477;0.566950674;0.048536728;0.621759481;0.813427863;0.533164285;0.52819669;0.270129367;0.351419141;0.514945225;0.548797705;0.465173975;0.212433199
0.582218883;0.807019374;0.580057294;0.097165949;0.262082514;0.469608421;0.632485873;0.806079937;0.158212332;0.563585526;0.803976237;0.471154056;0.209036543;0.091477124;0.244428791;0.033405388;0.42675498
0.46664099;0.60532816;0.837703385;0.747585225;0.559347172;0.714824411;0.477585803;0.427209725;0.267370934;0.001285704;0.845000422;0.125718937;0.780676067;0.623442009;0.36109892;0.759577793;0.158013859
0.559683044;0.433964146;0.400034522;0.879774671;0.692650066;0.967466219;0.921075242;0.950321828;0.06975092;0.649626089;0.796864729;0.473789641;0.07830073;0.1602892;0.637887136;0.313688528;0.010119556
0.676633796;0.704742133;0.613931411;0.595620179;0.722065318;0.477588378;0.642945005;0.282491037;0.684960862;0.20824494;0.650382261;0.434852618;0.266917291;0.412627695;0.927009773;0.163376266;0.258037244
0.211198513;0.866524615;0.778012266;0.433434053;0.394983746;0.763314038;0.767754464;0.415871788;0.278678325;0.680920685;0.146578708;0.666395833;0.867911186;0.949725785;0.393758968;0.358907076;0.500083472
0.069737325;0.693728139;0.647760395;0.728179078;0.504893038;0.266848685;0.091938563;0.518484452;0.515212134;0.345779725;0.349049151;0.623861954;0.907850248;0.239481895;0.275759124;0.530377774;0.335603022
0.578302599;0.602692396;0.333236783;0.491234526;0.049979933;0.687529893;0.923888589;0.540515358;0.11692432;0.387548014;0.594217253;0.735401263;0.311074883;0.524129548;0.485613724;0.528368445;0.805478197
0.152063459;0.64816548;0.527148008;0.542582495;0.326390804;0.03143932;0.850136875;0.876130975;0.877603438;0.495867581;0.646852395;0.424450415;0.633394045;0.86542553;0.298420492;0.203652873;0.383373748
0.398399162;0.02672871;0.623778145;0.718088367;0.525848652;0.264916549;0.977239825;0.929833396;0.601285388;0.430985463;0.127637773;0.121265209;0.903556661;0.164348332;0.300835362;0.262359451;0.245457462
0.185768985;0.825162231;0.810742437;0.410883229;0.689072029;0.791593166;0.624635597;0.087712232;0.057073041;0.94584332;0.867289274;0.906411034;0.030244244;0.303293229;0.317268216;0.667122364;0.440087853
0.311732131;0.01655949;0.734472597;0.991210207;0.218317744;0.853892642;0.142346421;0.922998856;0.396052319;0.823301609;0.671907609;0.838460233;0.38996378;0.442126819;0.860055392;0.117381512;0.899501868
0.604146677;0.672243897;0.950079236;0.430886968;0.700963449;0.342358064;0.209371564;0.13227985;0.623087122;0.538489848;0.956149071;0.603684762;0.027682657;0.236012075;0.565056335;0.31148175;0.886399698
0.640528472;0.309065523;0.595243909;0.446393278;0.389489421;0.292078642;0.225412157;0.836418458;0.014009564;0.173602158;0.454998971;0.464417056;0.130540584;0.303455955;0.30335771;0.312301253;0.846489923
0.432653354;0.586936041;0.052749943;0.688762409;0.204174271;0.92250548;0.198607495;0.401159206;0.696193469;0.96438422;0.064472445;0.587021199;0.598206024;0.944118982;0.020917513;0.076242849;0.12141927
0.840248903;0.830752367;0.926892373;0.416754318;0.439936712;0.831520288;0.420658246;0.510460183;0.322198984;0.512849492;0.545814271;0.960196313;0.486461882;0.405049495;0.148235367;0.298529622;0.915393106
0.763440694;0.512634936;0.284970531;0.698454333;0.721533117;0.659774085;0.55415192;0.493747285;0.208488058;0.07294353;0.299851028;0.488294761;0.513793171;0.831153841;0.835037178;0.094036353;0.118228715
0.675959321;0.396722539;0.74932461;0.8083496;0.685878261;0.98127044;0.91421913;0.80345424;0.598966484;0.269095063;0.657480211;0.306854242;0.569386833;0.146136559;0.462336575;0.45057257;0.465362973
0.645520089;0.865144785;0.687680439;0.222949895;0.223961481;0.685237728;0.28836864;0.550985368;0.565662671;0.572549245;0.127891352;0.847227314;0.278245535;0.206974411;0.835400959;0.316781536;0.541112806
0.220937269;0.437329787;0.624990961;0.629143123;0.352793936;0.766574936;0.796284783;0.061433569;0.404564476;0.259002566;0.329804289;0.799240259;0.556904566;0.21228266;0.163317697;0.716654243;0.232207918
0.276500377;0.461027988;0.539278865;0.529012965;0.613617281;0.928493644;0.370555829;0.34604528;0.391402815;0.206809859;0.512962046;0.744681667;0.289633963;0.927748934;0.817221826;0.215489157;0.391602891
0.910900398;0.350681201;0.582550384;0.535090766;0.573331675;0.037477757;0.427676096;0.542307351;0.444023195;0.037522248;0.427374689;0.488016915;0.640092365;0.596247435;0.717311544;0.434050581;0.075046592
0.832149122;0.728758061;0.380038711;0.710913987;0.885066571;0.992482692;0.145822281;0.53265996;0.128725137;0.551888351;0.050422018;0.521104563;0.851677675;0.329002405;0.474677156;0.322807774;0.807909952
0.123947035;0.408070292;0.827876471;0.682489287;0.464920131;0.04294668;0.958236362;0.125764157;0.284559706;0.187118913;0.546910511;0.224777855;0.778015717;0.968053443;0.465541152;0.469836451;0.216214499
0.586905496;0.618340775;0.593650668;0.989216943;0.784955131;0.3153682;0.81269416;0.424170766;0.294892547;0.228202278;0.237326068;0.792884645;0.653195775;0.172584161;0.633509049;0.629148976;0.232346884
0.432748873;0.587632889;0.219027844;0.160254526;0.429517281;0.727711568;0.214290581;0.64239016;0.317102674;0.067860006;0.436535653;0.107458406;0.691593482;0.407273437;0.51699324;0.000412243;0.616065544
0.107152144;0.130046853;0.959242731;0.203829758;0.319297091;0.676227572;0.65176177;0.792056834;0.771111245;0.404135085;0.944283768;0.839883292;0.649133601;0.290439909;0.178024786;0.372381357;0.466276455
0.133341402;0.423180755;0.443612318;0.95050765;0.373596898;0.729318009;0.155330733;0.263324922;0.695462658;0.005371545;0.311072904;0.006446882;0.446946629;0.331141321;0.539993213;0.386671924;0.833738704
